gene1	gene	score
MCM4	MCM5	1
MCM4	MCM7	1
MCM4	RPA3	1
MCM4	CDKN1A	1
MCM4	CDKN1B	1
MCM4	MCM2	1
MCM4	SUMO3	1
MCM4	SUMO2	1
MCM4	HIST1H4A	1
MCM4	HIST1H3A	1
MCM4	SSRP1	1
MCM4	RPA4	1
MCM4	ORC1	1
MCM4	ORC2	1
MCM4	ATR	1
MCM4	MCM6	1
MCM4	GINS1	1
MCM4	MCM10	1
MCM4	ATRIP	1
MCM4	CDC6	1
MCM4	GINS4	1
MCM4	GINS3	1
MCM4	MCMBP	1
MCM4	CDT1	1
MCM4	CLSPN	1
MCM4	MCM9	1
MCM4	ORC3	1
MCM4	DBF4	1
MCM4	MCM8	1
MCM4	FZR1	1
MCM4	GINS2	1
MCM4	ORC6	1
MCM4	CDC7	1
MCM4	ORC5	1
MCM4	ORC4	1
MCM4	CDC45	1
MCM4	WDHD1	1
MCM4	RB1	1
MCM4	POLA1	1
MCM4	UBC	1
MCM4	RPA2	1
MCM4	CDK2	1
MCM4	MCM3	1
MCM4	RPA1	1
NTPCR	UBC	1
THTPA	UBC	1
DHTKD1	LIPT1	1
DHTKD1	GCSH	1
OGDH	LIPT1	1
OGDH	DLD	1
OGDH	UBC	1
OGDH	GCSH	1
OGDH	DLST	1
PDHA1	DLD	1
PDHA1	UBC	1
PDHA1	DLAT	1
PDHA1	PDHB	1
PDHA1	GCSH	1
PDHA1	PDK1	1
PDHA1	PDK2	1
PDHA1	PDK3	1
PDHA1	PDK4	1
PDHA1	PDPR	1
PDHA1	PDP1	1
PDHA1	PDP2	1
PDHA1	LIPT1	1
PDHA1	PDHX	1
PDHA1	PSMD14	1
PDHA2	PSMD14	1
PDHA2	DLAT	1
PDHA2	PDHB	1
PDHB	GCSH	1
PDHB	PDHA2	1
PDHB	PDK1	1
PDHB	PDK2	1
PDHB	PDK3	1
PDHB	PDK4	1
PDHB	PDPR	1
PDHB	PDP1	1
PDHB	PDP2	1
PDHB	LIPT1	1
PDHB	PDHX	1
PDHB	PDHA1	1
PDHB	DLD	1
PDHB	UBC	1
PDHB	DLAT	1
PDHB	TRIM63	0.428
MCM4	ZNF451	0.376
PDHA1	BCKDK	0.373
PDHA2	BCKDK	0.373
OGDH	REV3L	0.37
MCM4	MAPK12	0.365
MCM4	MAPK13	0.362
MCM4	MAPK11	0.361
PDHB	RPLP0	0.358
MCM4	MAPK14	0.357
PDHA1	RPLP0	0.355
PDHA2	RPLP0	0.355
MCM4	SUMO4	0.241
MCM4	SUMO1	0.239
MCM4	SUPT16H	0.217
MCM4	SMC3	0.215
PDHB	BCAT1	0.211
PDHB	BCAT2	0.211
MCM4	CCNA1	0.209
MCM4	TONSL	0.209
MCM4	POLK	0.203
MCM4	PCNA	0.202
MCM4	H2AFB1	0.196
MCM4	H2AFB2	0.196
MCM4	HIST2H2AC	0.195
MCM4	HIST2H2AA3	0.195
MCM4	HIST3H2A	0.195
MCM4	HIST2H2AB	0.195
MCM4	HIST1H2AC	0.195
MCM4	HIST1H2AH	0.195
MCM4	HIST1H2AA	0.195
MCM4	HIST1H2AJ	0.195
MCM4	H2AFJ	0.195
MCM4	HIST1H2AB	0.195
MCM4	HIST1H2AG	0.195
MCM4	H2AFX	0.195
MCM4	HIST1H2AD	0.195
MCM4	ASF1A	0.193
MCM4	KDM4A	0.193
MCM4	EGFR	0.192
MCM4	H3F3C	0.191
MCM4	HIST2H3A	0.191
MCM4	HIST1H4G	0.191
MCM4	H3F3A	0.19
MCM4	HIST3H3	0.19
MCM4	USP7	0.189
MCM4	HIST1H2BA	0.188
MCM4	POLE	0.186
OGDH	OGDHL	0.185
MCM4	RBX1	0.184
MCM4	HIST1H2BD	0.183
MCM4	HIST2H2BE	0.183
MCM4	HIST2H2BF	0.183
MCM4	HIST3H2BB	0.183
MCM4	HIST1H2BH	0.183
MCM4	HIST1H2BN	0.183
