gene1	gene	score
Gck	Bad	0.222222222222222
Bad	Bcl2l1	0.222222222222222
Bad	Bcl2	0.148148148148148
Gck	Wasf1	0.111111111111111
Gck	Brms1	0.111111111111111
Gck	Prkaca	0.111111111111111
Gck	Bad	0.111111111111111
Gck	Gckr	0.111111111111111
Gck	Gm5601	0.111111111111111
Bad	Akt1	0.0740740740740741
Prkaca	Prkar2b	0.0617283950617284
Bad	Ywhaq	0.0493827160493827
Bad	Bag1	0.0493827160493827
Bad	Braf	0.0493827160493827
Bad	Gck	0.0493827160493827
Prkaca	Prkar1a	0.037037037037037
Bad	Bcl2l2	0.0246913580246914
Bad	BCL2L2	0.0246913580246914
Bad	Wasf1	0.0246913580246914
Bad	YWHAG	0.0246913580246914
Bad	Hspa1b	0.0246913580246914
Bad	Ppp2r1a	0.0246913580246914
Bad	Ppp1ca	0.0246913580246914
Bad	Sod2	0.0246913580246914
Bad	Prkaca	0.0246913580246914
Bad	Gm5601	0.0246913580246914
Bad	Fas	0.0246913580246914
Bad	Ywhab	0.0246913580246914
Bad	Gck	0.0246913580246914
Bad	Bak1	0.0246913580246914
Bad	Hif3a	0.0246913580246914
Bad	Tnf	0.0246913580246914
Prkaca	MAPT	0.0246913580246914
Prkaca	Pkia	0.0246913580246914
Gm5601	Ppp1r42	0.0246913580246914
Wasf1	Pfn2	0.0123456790123457
Wasf1	Prpf40a	0.0123456790123457
Wasf1	Baiap2	0.0123456790123457
Wasf1	Irf8	0.0123456790123457
Wasf1	Gck	0.0123456790123457
Wasf1	Nckap1	0.0123456790123457
Wasf1	Bad	0.0123456790123457
Wasf1	Dlgap1	0.0123456790123457
Wasf1	Pik3r1	0.0123456790123457
Wasf1	Lnx1	0.0123456790123457
Wasf1	Shank3	0.0123456790123457
Wasf1	Nyap2	0.0123456790123457
Wasf1	Pcdh10	0.0123456790123457
Wasf1	Gm5601	0.0123456790123457
Wasf1	Nyap1	0.0123456790123457
Wasf1	Agap2	0.0123456790123457
Wasf1	Cyfip1	0.0123456790123457
Brms1	Nanog	0.0123456790123457
Brms1	Gck	0.0123456790123457
Brms1	Ankrd1	0.0123456790123457
Brms1	Hdac1	0.0123456790123457
Prkaca	Atf4	0.0123456790123457
Prkaca	Gck	0.0123456790123457
Prkaca	prz1	0.0123456790123457
Prkaca	Grin2b	0.0123456790123457
Prkaca	MAF1	0.0123456790123457
Prkaca	Pde3a	0.0123456790123457
Prkaca	Mroh2b	0.0123456790123457
Prkaca	Prkaca	0.0123456790123457
Prkaca	Bad	0.0123456790123457
Prkaca	Evl	0.0123456790123457
Prkaca	Mybpc3	0.0123456790123457
Prkaca	Pnpla2	0.0123456790123457
Prkaca	Trpv1	0.0123456790123457
Prkaca	ERN1	0.0123456790123457
Prkaca	GPB2	0.0123456790123457
Prkaca	Lipe	0.0123456790123457
Prkaca	Igbp1	0.0123456790123457
Prkaca	Lrrk2	0.0123456790123457
Prkaca	Rsbn1	0.0123456790123457
Prkaca	LASP1	0.0123456790123457
Prkaca	GRF2	0.0123456790123457
Prkaca	BDP1	0.0123456790123457
Prkaca	Mbp	0.0123456790123457
Prkaca	Sik1	0.0123456790123457
