gene1	gene	score
UGP2	UBC	1
UGP2	HSPA1B	1
UGP2	HSPA8	1
UGP2	HSPA6	1
UGP2	HSPA1L	1
UGP2	HSPA2	1
GYG2	EPM2A	1
GYG2	PYGL	1
GYG2	GAA	1
GYG2	GYS1	1
GYG2	AGL	1
GYG2	GYS2	1
GYG2	GBE1	1
GYG2	PPP1R3C	1
GYG1	GYS2	1
GYG1	GBE1	1
GYG1	PPP1R3C	1
GYG1	EPM2A	1
GYG1	GAA	1
GYG1	PYGM	1
GYG1	GYS1	1
GYG1	AGL	1
GBE1	GYG2	1
GBE1	UBC	1
GBE1	GYS1	1
GBE1	GYG1	1
GBE1	GYS2	1
GYS1	PPP1CC	1
GYS1	GYG1	1
GYS1	GYS2	1
GYS1	PPP1CA	1
GYS1	GBE1	1
GYS1	PPP1R3C	1
GYS1	GYG2	1
GYS1	EPM2A	1
GYS1	UBC	1
GYS2	PPP1CA	1
GYS2	GBE1	1
GYS2	PPP1R3C	1
GYS2	GYG2	1
GYS2	EPM2A	1
GYS2	UBC	1
GYS2	GYS1	1
GYS2	GYG1	1
GYG1	TRIM7	0.709
GYS1	NHLRC1	0.665
GYS1	GSK3B	0.456
GYG2	GYG1	0.447
GYG1	GYG2	0.447
GYS2	NHLRC1	0.384
GYS1	NEB	0.37
GYS1	MAPT	0.368
GYS1	CAMK2A	0.366
GYS1	LRRK2	0.356
GYG1	MFAP5	0.241
UGP2	ABCA1	0.196
UGP2	CDK2	0.187
GYS1	CDK2	0.185
GYS2	CDK2	0.185
UGP2	UBE2V2	0.184
UGP2	UBE2V1	0.183
GYG1	AMY2A	0.18
GYG1	AMY2B	0.18
UGP2	HSP90AB1	0.179
GYG1	AMY1A	0.179
GYS1	AMY2B	0.178
GYS1	AMY2A	0.178
GYS2	AMY2A	0.178
GYS2	AMY2B	0.178
GYS1	AMY1A	0.177
GYS2	AMY1A	0.177
GYS1	PASK	0.174
GBE1	PRKAR1A	0.172
GBE1	PRKAR2A	0.172
GBE1	PRKAR1B	0.172
GBE1	PRKAR2B	0.172
UGP2	PPP2R1A	0.171
UGP2	PPP2R1B	0.171
GYS2	HSPA1B	0.169
GYS2	HSPA6	0.169
GYS2	HSPA1L	0.169
GYS2	HSPA2	0.169
UGP2	PSMD14	0.168
GYS1	HSPA6	0.168
GYS1	HSPA1L	0.168
GYS1	HSPA2	0.168
GYS1	HSPA1B	0.168
GYS1	HSPA8	0.168
GYS2	HSPA8	0.168
GYS2	ABCG1	0.168
GYS1	ABCG1	0.167
GYS2	KAT5	0.165
GYS1	KAT5	0.164
GYS1	CSNK1A1	0.162
GYS1	CSNK1E	0.162
GYS2	CSNK1A1	0.162
GYS2	CSNK1D	0.162
GYS2	CSNK1E	0.162
